0.000000000000000000e+00,-2.453474480000000142e+02,6.046525520000000142e+02,4.600000000000000000e+01,6.048469999999999800e+02,2.800000000000000000e+04,-1.818653340000000026e+04,0.000000000000000000e+00
1.000000000000000000e+00,-2.447572319999999877e+02,6.052427679999999555e+02,4.700000000000000000e+01,6.055489999999999782e+02,-1.575000000000000000e+04,-2.121762229999999909e+04,0.000000000000000000e+00
2.000000000000000000e+00,-2.445605119999999886e+02,6.054394879999999830e+02,4.700000000000000000e+01,6.055489999999999782e+02,-1.575000000000000000e+04,-2.121762229999999909e+04,0.000000000000000000e+00
3.000000000000000000e+00,-2.439503119999999967e+02,6.060496879999999464e+02,4.900000000000000000e+01,6.065879999999999654e+02,-1.750000000000000000e+03,-2.121762229999999909e+04,0.000000000000000000e+00
4.000000000000000000e+00,-2.435995760000000132e+02,6.064004240000000436e+02,4.900000000000000000e+01,6.065879999999999654e+02,-1.750000000000000000e+03,-2.121762229999999909e+04,0.000000000000000000e+00
5.000000000000000000e+00,-2.434195760000000064e+02,6.065804239999999936e+02,5.100000000000000000e+01,6.067450000000000045e+02,-2.100000000000000000e+04,-1.818653340000000026e+04,0.000000000000000000e+00
6.000000000000000000e+00,-2.427016560000000140e+02,6.072983440000000428e+02,5.200000000000000000e+01,6.076169999999999618e+02,2.100000000000000000e+04,-1.818653340000000026e+04,0.000000000000000000e+00
7.000000000000000000e+00,-2.424886559999999918e+02,6.075113440000000082e+02,5.300000000000000000e+01,6.077249999999999091e+02,2.625000000000000000e+04,-1.515544449999999961e+04,0.000000000000000000e+00
8.000000000000000000e+00,-2.418879200000000083e+02,6.081120799999999917e+02,5.400000000000000000e+01,6.082239999999999327e+02,-3.500000000000000000e+04,-1.212435560000000078e+04,0.000000000000000000e+00
9.000000000000000000e+00,-2.407969999999999970e+02,6.092029999999999745e+02,5.500000000000000000e+01,6.094249999999999545e+02,-1.400000000000000000e+04,-1.818653340000000026e+04,0.000000000000000000e+00
1.000000000000000000e+01,-2.407707839999999919e+02,6.092292159999999512e+02,5.500000000000000000e+01,6.094249999999999545e+02,-1.400000000000000000e+04,-1.818653340000000026e+04,0.000000000000000000e+00
1.100000000000000000e+01,-2.390201279999999997e+02,6.109798720000000003e+02,5.600000000000000000e+01,6.112039999999999509e+02,3.500000000000000000e+04,-1.212435560000000078e+04,0.000000000000000000e+00
1.200000000000000000e+01,-2.388034079999999904e+02,6.111965920000000096e+02,5.800000000000000000e+01,6.113859999999999673e+02,-2.975000000000000000e+04,-1.515544449999999961e+04,0.000000000000000000e+00
1.300000000000000000e+01,-2.386894079999999860e+02,6.113105920000000424e+02,6.000000000000000000e+01,6.116089999999999236e+02,1.925000000000000000e+04,-1.515544449999999961e+04,0.000000000000000000e+00
1.400000000000000000e+01,-2.360193199999999933e+02,6.139806800000000067e+02,6.300000000000000000e+01,6.141979999999999791e+02,3.325000000000000000e+04,-9.093266700000000128e+03,0.000000000000000000e+00
1.500000000000000000e+01,-2.358883199999999931e+02,6.141116799999999785e+02,6.400000000000000000e+01,6.144329999999999927e+02,-2.275000000000000000e+04,-1.515544449999999961e+04,0.000000000000000000e+00
1.600000000000000000e+01,-2.357875999999999976e+02,6.142124000000000024e+02,6.400000000000000000e+01,6.144329999999999927e+02,-2.275000000000000000e+04,-1.515544449999999961e+04,0.000000000000000000e+00
1.700000000000000000e+01,-2.344456639999999936e+02,6.155543360000000348e+02,6.600000000000000000e+01,6.157300000000000182e+02,4.025000000000000000e+04,-3.031088900000000194e+03,0.000000000000000000e+00
1.800000000000000000e+01,-2.340809439999999881e+02,6.159190559999999550e+02,6.700000000000000000e+01,6.161140000000000327e+02,2.800000000000000000e+04,-1.212435560000000078e+04,0.000000000000000000e+00
1.900000000000000000e+01,-2.339609440000000120e+02,6.160390559999999596e+02,6.800000000000000000e+01,6.163120000000000118e+02,-1.575000000000000000e+04,-1.515544449999999961e+04,0.000000000000000000e+00
2.000000000000000000e+01,-2.337387280000000089e+02,6.162612719999999626e+02,6.800000000000000000e+01,6.163120000000000118e+02,-1.575000000000000000e+04,-1.515544449999999961e+04,0.000000000000000000e+00
2.100000000000000000e+01,-2.333490079999999978e+02,6.166509919999999738e+02,7.000000000000000000e+01,6.168120000000000118e+02,-3.675000000000000000e+04,-9.093266700000000128e+03,0.000000000000000000e+00
2.200000000000000000e+01,-2.327908079999999984e+02,6.172091920000000300e+02,7.100000000000000000e+01,6.175299999999999727e+02,-8.750000000000000000e+03,-1.515544449999999961e+04,0.000000000000000000e+00
2.300000000000000000e+01,-2.323550720000000069e+02,6.176449280000000499e+02,7.300000000000000000e+01,6.178439999999999372e+02,-2.100000000000000000e+04,-1.212435560000000078e+04,0.000000000000000000e+00
2.400000000000000000e+01,-2.313601519999999994e+02,6.186398480000000291e+02,7.500000000000000000e+01,6.190810000000000173e+02,2.625000000000000000e+04,-9.093266700000000128e+03,0.000000000000000000e+00
2.500000000000000000e+01,-2.311721520000000112e+02,6.188278480000000172e+02,7.500000000000000000e+01,6.190810000000000173e+02,2.625000000000000000e+04,-9.093266700000000128e+03,0.000000000000000000e+00
2.600000000000000000e+01,-2.310151520000000005e+02,6.189848480000000563e+02,7.600000000000000000e+01,6.192560000000000855e+02,2.100000000000000000e+04,-1.212435560000000078e+04,0.000000000000000000e+00
2.700000000000000000e+01,-2.301512160000000051e+02,6.198487840000000233e+02,7.700000000000000000e+01,6.201200000000000045e+02,-3.500000000000000000e+04,-6.062177800000000389e+03,0.000000000000000000e+00
2.800000000000000000e+01,-2.296594959999999901e+02,6.203405040000000099e+02,7.800000000000000000e+01,6.206040000000000418e+02,-1.400000000000000000e+04,-1.212435560000000078e+04,0.000000000000000000e+00
2.900000000000000000e+01,-2.288345600000000104e+02,6.211654399999999896e+02,7.900000000000000000e+01,6.215299999999999727e+02,1.400000000000000000e+04,-1.212435560000000078e+04,0.000000000000000000e+00
3.000000000000000000e+01,-2.282773439999999994e+02,6.217226560000000291e+02,7.900000000000000000e+01,6.215299999999999727e+02,1.400000000000000000e+04,-1.212435560000000078e+04,0.000000000000000000e+00
3.100000000000000000e+01,-2.278506240000000105e+02,6.221493759999999611e+02,8.100000000000000000e+01,6.224510000000000218e+02,-7.000000000000000000e+03,-1.212435560000000078e+04,0.000000000000000000e+00
3.200000000000000000e+01,-2.276186240000000112e+02,6.223813760000000457e+02,8.200000000000000000e+01,6.227129999999999654e+02,-2.975000000000000000e+04,-9.093266700000000128e+03,0.000000000000000000e+00
3.300000000000000000e+01,-2.274944079999999929e+02,6.225055919999999787e+02,8.200000000000000000e+01,6.227129999999999654e+02,-2.975000000000000000e+04,-9.093266700000000128e+03,0.000000000000000000e+00
3.400000000000000000e+01,-2.272144079999999917e+02,6.227855919999999514e+02,8.400000000000000000e+01,6.230929999999999609e+02,1.925000000000000000e+04,-9.093266700000000128e+03,0.000000000000000000e+00
3.500000000000000000e+01,-2.270366879999999981e+02,6.229633119999999735e+02,8.500000000000000000e+01,6.231770000000000209e+02,3.500000000000000000e+04,-6.062177800000000389e+03,0.000000000000000000e+00
3.600000000000000000e+01,-2.250900320000000079e+02,6.249099680000000490e+02,8.700000000000000000e+01,6.254690000000000509e+02,-2.800000000000000000e+04,-6.062177800000000389e+03,0.000000000000000000e+00
3.700000000000000000e+01,-2.244840959999999939e+02,6.255159039999999777e+02,8.800000000000000000e+01,6.257720000000000482e+02,-2.275000000000000000e+04,-9.093266700000000128e+03,0.000000000000000000e+00
