,t (s),Phase (nPhi0)
0,1.4698892828507797,0.6023312243592449
1,4.476480997772828,0.5251252736272408
2,7.483072712694877,0.4567871588678517
3,10.489664427616926,0.4760341552620487
4,13.496256142538977,0.3845355596200626
5,16.502847857461024,0.29852118466979755
6,19.50943957238307,0.294161281943564
7,22.51603128730512,0.16913760988656887
8,25.52262300222717,0.22141503314967464
9,28.52921471714922,0.1522793955339096
10,31.535806432071265,0.14072003836778804
11,34.54239814699331,0.11226857047568495
12,37.54898986191536,0.1419929923924224
13,40.55558157683741,0.1615878211476451
14,43.562173291759464,0.1454346361658019
15,46.56876500668152,0.14316871765497688
16,49.575356721603555,0.18406736809939217
17,52.58194843652559,0.2675238699981322
18,55.58854015144765,0.31128918350397394
19,61.47178395540691,0.3758703801086058
20,64.48172750055741,0.4760946778110265
21,67.49167104570792,0.5587420898321951
22,70.50161459085842,0.609848936129967
23,73.51155813600892,0.6785730405768564
24,76.52150168115942,0.7134050118341295
25,79.53144522630991,0.7822236096078333
26,82.54138877146042,0.842010455970177
27,85.55133231661092,0.9108407591809234
28,88.56127586176143,0.9566339005911804
29,91.57121940691194,1.00660388576182
30,94.58116295206243,1.0477661687981505
31,97.59110649721293,1.067736712093858
32,100.60105004236343,1.0851877039825513
33,103.61099358751393,1.034119688627472
34,106.62093713266444,1.0418050870557138
35,109.63088067781494,1.0110921369395929
36,112.64082422296543,0.943086506918872
37,115.65076776811594,0.9417906090855732
38,121.4720399554069,0.8313761031335415
39,124.48198350055742,0.8248622313521315
40,127.4919270457079,0.7441892195203916
41,130.50187059085843,0.6942150847689756
42,133.5118141360089,0.6120217975265964
43,136.52175768115941,0.5958377278137672
44,139.5317012263099,0.5592532103315537
45,142.54164477146043,0.44604113516058197
46,145.55158831661092,0.39936997085109904
47,148.5615318617614,0.3408998030104502
48,151.57147540691193,0.2736667811819069
49,154.58141895206242,0.2277690738545971
50,157.59136249721294,0.20376186729569842
51,160.60130604236343,0.15842126656039268
52,163.61124958751392,0.11604592460416603
53,166.62119313266442,0.1442871436634745
54,169.63113667781494,0.11101422057252984
55,172.64108022296543,0.12114596473775152
56,175.65102376811595,0.13911107174424642
57,181.5391310769231,0.19899965529197788
58,184.54897187959864,0.23399248599889694
59,187.6658292441472,0.23392528343871818
60,190.70242418729094,0.33877874653693707
61,193.71226498996654,0.3756142537349126
62,196.72210579264205,0.42301233659201315
63,199.73194659531777,0.48826311336515316
64,202.74178739799333,0.5182629084210133
65,205.75162820066888,0.5809179874971093
66,208.76146900334442,0.6597532955401302
