,t (s),phase (n_Phi0)
0,0.0,-1.4486155334565598
1,0.06681314922048998,-3.375127468550724
2,0.13362629844097995,-0.3936320052267839
3,0.20043944766146993,0.19857679273247442
4,0.2672525968819599,0.7837424449200041
5,0.3340657461024499,-0.5886872324257171
6,0.40087889532293985,-0.2285884257555324
7,0.46769204454342983,-0.18829730263394717
8,0.5345051937639198,-0.06558966381279951
9,0.6013183429844098,-0.06255443482792078
10,0.6681314922048998,-0.0016322922144764718
11,0.7349446414253897,0.08549330162698121
12,0.8017577906458797,0.15948406021067907
13,0.8685709398663697,0.21880421238779046
14,0.9353840890868597,0.26821185731974095
15,1.0021972383073496,0.3523941545347744
16,1.0690103875278396,0.4080800434826066
17,1.1358235367483296,0.4507075301994454
18,1.2026366859688196,-1.3965130532110008
19,1.2694498351893095,-0.033685120982795524
20,1.3362629844097995,-0.046390180533175895
21,1.4030761336302895,-0.06403605018036695
22,1.4698892828507795,-0.01490070590622472
23,1.5367024320712694,-0.01737662431080489
24,1.6035155812917594,0.0004011304018629591
25,1.6703287305122494,-0.029532148370964517
26,1.7371418797327394,0.0020474871773217274
27,1.8039550289532293,-0.032379724509768115
28,1.8707681781737193,-0.0333900995622336
29,1.9375813273942093,-0.04712403835332646
30,2.0043944766146993,-0.028942451157603077
31,2.0712076258351892,-0.021194896503776928
32,2.1380207750556792,-0.03909505799978419
33,2.204833924276169,-0.007867558896095916
34,2.271647073496659,-0.041883321394805106
35,2.338460222717149,0.020168965499284264
36,2.405273371937639,-0.012687359824403055
37,2.472086521158129,0.012348875132068837
38,2.538899670378619,-0.010236787715393714
39,2.605712819599109,-0.014826565328212249
40,2.672525968819599,0.017526622218207555
41,2.739339118040089,-0.06383708874520533
42,2.806152267260579,-0.024772850450834438
43,2.872965416481069,-0.06570805093334564
44,2.939778565701559,0.01165208507638349
45,3.006591714922049,-0.033743350061458566
46,3.073404864142539,-0.012453517565761407
47,3.140218013363029,-0.029859526753459598
48,3.207031162583519,-0.021988409866454006
49,3.273844311804009,-0.02853134703449789
50,3.340657461024499,-0.02643921842383956
51,3.4074706102449888,0.018612150242429237
52,3.4742837594654787,-0.06467372909906466
53,3.5410969086859687,-0.041990799845823545
54,3.6079100579064587,-0.030438219158196222
55,3.6747232071269487,0.04117411404610527
56,3.7415363563474386,-0.03153114600021967
57,3.8083495055679286,-0.05847560967610521
58,3.8751626547884186,0.02470515770991244
59,3.9419758040089086,-0.032357127190872026
60,4.0087889532293985,-0.004231637862738724
61,4.0756021024498885,0.008616118789955829
62,4.1424152516703785,0.007701618436030566
63,4.2092284008908685,0.00253292992844667
64,4.2760415501113584,-0.007750565068771698
65,4.342854699331848,-0.03400092173181113
66,4.409667848552338,-0.010007944141170455
